file,emotion,text,speaker
Ses04F_impro03_M039,hap,"you're my best friend, we're growing up and now you're getting married. that's amazing",Ses04M
Ses04F_impro03_M040,hap,wow. i just- i- i- i feel like i'm going to faint.,Ses04M
Ses04F_impro03_M041,hap,i'm so- all the blood,Ses04M
Ses04F_impro03_M042,hap,"has just rushed to my head, and i, and i mean honestly.",Ses04M
Ses04F_impro03_M043,hap,i'm getting a little weak in the knees.,Ses04M
Ses04F_impro03_M047,neu,"i don't know. okay. i mean gosh. there's just- look there's a lot of pressure in getting married, okay.",Ses04M
Ses04F_impro04_F000,neu,that's helpful.,Ses04F
Ses04F_impro04_F005,ang,i'm really good at what i do. i just don't know how to make someone else see that.,Ses04F
Ses04F_impro04_F006,ang,what? who says that? bananas don't grow overnight.,Ses04F
Ses04F_impro04_F008,ang,"yeah but you weren't unemployed for three years trying to find any job. i mean at this point i'm going to go drive a cab or, you know, work at the gas station or something. i don't even- i don't know what to do anymore.",Ses04F
Ses04F_impro04_F011,ang,clearly everything you're doing is completely wrong.,Ses04F
Ses04F_impro04_F013,ang,i don't even- i mean you have to have some kind of an idea. something you could possibly throw out there that i could maybe use.,Ses04F
Ses04F_impro04_F014,ang,i mean it's not like this is an,Ses04F
Ses04F_impro04_F015,ang,extreme request. i want to find a job. everybody wants to find a job. it's really not that.,Ses04F
Ses04F_impro04_F016,ang,"okay. okay, fine.",Ses04F
Ses04F_impro04_F017,ang,okey so i'm doing something wrong. what am i doing wrong?,Ses04F
Ses04F_impro04_F018,ang,i'm really good at what i do. i'm smart. i'm trained. i have the education. i'm talented. i cannot-,Ses04F
Ses04F_impro04_F025,ang,well you- just you're doing something wrong.,Ses04F
Ses04F_impro04_F030,ang,what's my problem? what's my problem? i don't have a job.,Ses04F
Ses04F_impro04_F031,ang,i thought i was pretty clear about what the problem was.,Ses04F
Ses04F_impro04_M001,neu,well i guess you're not trying hard enough.,Ses04M
Ses04F_impro04_M002,neu,"just, i don't know, maybe you're not smart enough.",Ses04M
Ses04F_impro04_M003,neu,i mean i don't know just go out and keep trying. just-,Ses04M
Ses04F_impro04_M004,neu,i don't know.,Ses04M
Ses04F_impro04_M005,neu,"hey. look, i mean- you know.",Ses04M
Ses04F_impro04_M006,neu,look bananas don't grow overnight. okay.,Ses04M
Ses04F_impro04_M007,neu,you need that- time-,Ses04M
Ses04F_impro04_M008,neu,"you know- you need to just- you need, i mean it takes time to get a good job. i mean-",Ses04M
Ses04F_impro04_M009,neu,"look at me, like, you know. i mean, hey, i- it took me, you know, like six years to get where i am now. i mean-",Ses04M
Ses04F_impro04_M013,neu,"i mean, well i mean i don't know; it doesn't really affect my life, you know.",Ses04M
Ses04F_impro04_M014,neu,"yeah, i understand, but-",Ses04M
Ses04F_impro04_M015,neu,"i don't know. well like, i don't know. i mean-",Ses04M
Ses04F_impro04_M016,neu,clearly- cle- clearly you're doing something wrong.,Ses04M
Ses04F_impro04_M017,neu,"'cause if you've been looking, you've been applying for jobs for three years. and-",Ses04M
Ses04F_impro04_M018,neu,are you- i mean do you like get dressed up and everything when you go to the job interview?,Ses04M
Ses04F_impro04_M019,neu,"and you like- you know, you shave your legs and everything?",Ses04M
Ses04F_impro04_M020,neu,"and i want- i mean you know you've got to, like, do your hair. i mean- i don't know, it's like,",Ses04M
Ses04F_impro04_M021,neu,"you know what i mean? you know, it's like they say presentation is, like eighty percent.",Ses04M
Ses04F_impro04_M022,neu,or some- some large percent of- of success.,Ses04M
Ses04F_impro04_M023,neu,"because i don't know i mean just, you know, just keep- keep- keep at it. keep trying. go-",Ses04M
Ses04F_impro04_M026,neu,"hey, i'd love to help you but i- you don't have the kind of training that i-",Ses04M
Ses04F_impro04_M028,neu,well you've got to start somewhere. i mean-,Ses04M
Ses04F_impro04_M030,neu,i don't know it's like i'm trying to be-,Ses04M
Ses04F_impro04_M031,neu,i'm trying to be helpful.,Ses04M
Ses04F_impro04_M033,neu,i'm trying to watch tv.,Ses04M
Ses04F_impro05_F004,ang,"lost it just, like, i mean,",Ses04F
Ses04F_impro05_F005,ang,it's not like it just disappeared into thin air. somebody wasn't paying attention,Ses04F
Ses04F_impro05_F006,ang,"because my bag was very easy to keep track of. it's got big, you know, rainbow colored crap all over it and no one was paying attention because now it's just gone.",Ses04F
Ses04F_impro05_F008,ang,no. no. i heard- i heard what you said.,Ses04F
Ses04F_impro05_F009,ang,"you're kidding me, right. you're going to give me fifty dollars to completely cover my bag, everything that was in it, the inconvenience that i've gone through. i paid for my ticket. all i expect is to safely get to my destination with my stuff. is that so much to ask? i mean i really don't think that's that big a deal to ask you guys to have my bag in the place where i leave and then put my bag where i end up.",Ses04F
Ses04F_impro05_F010,ang,"yeah, well that's got everything i have in it.",Ses04F
Ses04F_impro05_F011,ang,look fifty dollars is unacceptable. my bag itself cost over a hundred and fifty dollars. you can't just give me fifty dollar gift certificate to percoes or whatever the hell and then send me off like that's- that's good enough. like that's all i needed was fifty dollars. my bag is worth more than that.,Ses04F
Ses04F_impro05_F012,ang,i expect your airline who was responsible for my bag to give me the equivalent of the bag and all of the things in it.,Ses04F
Ses04F_impro05_F013,ang,i didn't sign anything. i didn't sign anything. and you people have got to make-,Ses04F
Ses04F_impro05_F014,ang,you have to make amends for what you did for losing my bag and all of my stuff. fifty dollars is unacceptable.,Ses04F
Ses04F_impro05_F015,ang,no. no. i don't know. you know what? i'm going to call my lawyer. you know what? that's what i'm going to do. i'm going to call my lawyer and have him get down here and explain to you that this is an unacceptable option.,Ses04F
Ses04F_impro05_F016,ang,i want to talk to your supervisor.,Ses04F
Ses04F_impro05_F017,ang,"i've had enough. i want to talk to-no, no unacceptable i want to your supervisor. i am done with this.",Ses04F
Ses04F_impro05_F018,ang,"really, you don't work for anybody. it's just you?",Ses04F
Ses04F_impro05_F019,ang,"okay. well i want to call whoever you report to, whoever your boss is because i have had enough with this airline and i am finished waiting for my fifty dollar gift certificate.",Ses04F
Ses04F_impro06_F000,sad,thanks.,Ses04F
Ses04F_impro06_F001,sad,"you know it's just, i just, you know, i mean it just happened. i just, like- i just keep expecting him to walk in, you know.",Ses04F
Ses04F_impro06_F002,sad,"i just- i just thought he would have longer, you know, because i'm- i mean when he found out he was sick, we knew that wasn't good but i just- i just thought that it would take longer, you know?",Ses04F
Ses04F_impro06_F003,sad,yeah. i know. i know.,Ses04F
Ses04F_impro06_F004,sad,"yeah, i know. but i'd rather have him here with me, you know. it's just not fair. i mean he- he didn't get to do like anything. i mean he was-",Ses04F
Ses04F_impro06_F005,sad,"he was only twenty four and just so many things that we were going to do, you know, and now he won't get to do them and he won't get to be here when i do. you know, like i'll get married some day and he won't be there, like, he won't get to see that.",Ses04F
Ses04F_impro06_F006,sad,it just doesn't seem fair.,Ses04F
Ses04F_impro06_F007,sad,thank you for being here.,Ses04F
Ses04F_impro06_F008,hap,[laughter] you're probably right. he probably would be pissed if we were all sitting around being upset about it. he'd want us to have a party.,Ses04F
Ses04F_impro06_F009,hap,and to drink in his honor. [laughter],Ses04F
Ses04F_impro06_F010,sad,"yeah, i know.",Ses04F
Ses04F_impro06_M000,sad,"hey, i'm, uh. i'm really sorry about what happened. i don't um- i mean what you can you do? i mean it's-",Ses04M
Ses04F_impro06_M001,sad,"when i was seven, my- my grandmother died and i really- i don't know, i mean it was really hard to let go but the important thing is- is that you do let go and your realize that, you know, they- you know, they- this person had fun while they were- while they were here and, uh, you know, you work- you work through it.",Ses04M
Ses04F_impro06_M002,sad,mmhmm. yeah. yeah. i mean it's- it's hard. it's hard.,Ses04M
Ses04F_impro06_M003,sad,yeah.,Ses04M
Ses04F_impro06_M004,neu,"well i mean, you know, i mean it was i mean with that kind of condition,",Ses04M
Ses04F_impro06_M005,sad,"you know, it's inevitable and i mean honestly it's- it's almost like",Ses04M
Ses04F_impro06_M006,neu,"you know, you don't- you know, how long do you want the person to go through that, you know.",Ses04M
Ses04F_impro06_M007,neu,it's sort of- it's almost better off to rest in peace than he is to live in pain.,Ses04M
Ses04F_impro06_M008,sad,yeah.,Ses04M
Ses04F_impro06_M009,sad,"it's not fair but i mean that's, you know, the course of life is that, you know, you meet people and you lose them.",Ses04M
Ses04F_impro06_M010,sad,you're okay,Ses04M
Ses04F_impro06_M011,sad,you know i think- i think we should celebrate because i think that's what he would have wanted.,Ses04M
Ses04F_impro06_M012,neu,yeah.,Ses04M
Ses04F_impro06_M013,sad,"that's right. that's right. i mean he would want us to, you know, celebrate the life that he- that he lived and, you know, enjoy the rest of ours as much as we can.",Ses04M
Ses04F_impro06_M014,sad,so-,Ses04M
Ses04F_impro07_F000,hap,guess what came today?,Ses04F
Ses04F_impro07_F001,hap,my acceptance letter.,Ses04F
Ses04F_impro07_F002,hap,from u.s.c..,Ses04F
Ses04F_impro07_F003,hap,"yes, i am.",Ses04F
Ses04F_impro07_F004,hap,"well yeah, that's the general idea. [laughter]",Ses04F
Ses04F_impro07_F005,hap,big bad acceptance packet with all the information. i'm going to u.s.c..,Ses04F
Ses04F_impro07_F006,hap,i know. [laughter],Ses04F
Ses04F_impro07_F007,hap,"[laughter] yeah, uh. no.",Ses04F
Ses04F_impro07_F008,hap,[laughter] it's safe around there.,Ses04F
Ses04F_impro07_F009,hap,the campus is beautiful. i'm so excited.,Ses04F
Ses04F_impro07_F010,hap,"do you want to buy me some mace for my, you know, going away present?",Ses04F
Ses04F_impro07_F011,hap,there we go. perfect.,Ses04F
Ses04F_impro07_F012,hap,and a taser. excellent. just make sure it's a big knife.,Ses04F
Ses04F_impro07_F013,hap,i don't want any of those little puny ones.,Ses04F
Ses04F_impro07_F014,hap,well i was thinking maybe underwater basket weaving.,Ses04F
Ses04F_impro07_F015,hap,"u.s.c. has a major in that, right.",Ses04F
Ses04F_impro07_F016,hap,they have - u.s.c. has everything because u.s.c. is the best school ever.,Ses04F
Ses04F_impro07_F017,hap,okay. well i'm lying but-,Ses04F
Ses04F_impro07_F018,hap,"well, i haven't decided yet. i want to try some things out.",Ses04F
Ses04F_impro07_F021,hap,okay. well i'm not going to be undecided forever. [laughter],Ses04F
Ses04F_impro07_F022,hap,and it's so close so you can come visit me all the time.,Ses04F
Ses04F_impro07_F024,hap,"so this works out perfectly. because i was worried if i didn't get in to u.s.c., then i would have to go somewhere far away and then-",Ses04F
Ses04F_impro07_F027,hap,everything worked out perfectly.,Ses04F
Ses04F_impro07_F028,hap,i know. we should have a party.,Ses04F
Ses04F_impro07_F029,hap,an i got accepted to u.s.c. party.,Ses04F
Ses04F_impro07_F030,hap,no. an i got accepted to u.s.c. party. [laughter],Ses04F
Ses04F_impro07_F031,hap,right. now you're with me.,Ses04F
Ses04F_impro07_F032,hap,that is why i got accepted.,Ses04F
Ses04F_impro07_F033,hap,i know.,Ses04F
Ses04F_impro07_F035,hap,what- what did you have in mind?,Ses04F
Ses04F_impro07_F036,hap,[laughter],Ses04F
Ses04F_impro07_F038,hap,on occasion i've heard of it.,Ses04F
Ses04F_impro07_F039,hap,yeah. totally.,Ses04F
Ses04F_impro07_F040,hap,i am totally down with the ice cream.,Ses04F
Ses04F_impro07_F041,hap,"eh, we can work that part out.",Ses04F
Ses04F_impro07_F042,hap,alright.,Ses04F
Ses04F_impro07_F044,hap,party.,Ses04F
Ses04F_impro07_F047,hap,i know.,Ses04F
Ses04F_impro07_F048,hap,okay well that's not a happy part. we don't want to talk about that.,Ses04F
Ses04F_impro07_F049,hap,"well no. i mean i have some scholarships and some financial aid and stuff but i'll have to, you know, i'll get a job",Ses04F
Ses04F_impro07_F050,hap,while i'm in school. it'll be good.,Ses04F
Ses04F_impro07_F051,hap,yeah. it will work out. maybe i could work at red lobster.,Ses04F
Ses04F_impro07_F052,hap,i know. right down the street.,Ses04F
Ses04F_impro07_F058,hap,excellent. drive drunk people around because you know that's all campus cruisers for.,Ses04F
Ses04F_impro07_F059,hap,"okay. no, that's dorky.",Ses04F
Ses04F_impro07_F060,hap,yeah.,Ses04F
Ses04F_impro07_F061,hap,student counsel?,Ses04F
Ses04F_impro07_F062,hap,"no, it's dorky.",Ses04F
Ses04F_impro07_F063,hap,social life. hello.,Ses04F
Ses04F_impro07_F064,hap,[laughter].,Ses04F
Ses04F_impro07_F065,hap,[laughter].,Ses04F
Ses04F_impro07_F066,hap,"no. but i'm thinking i might, you know, like audition for a play or something. i don't really want to do the sorority thing. i'm not really feeling that vibe with the",Ses04F
Ses04F_impro07_F070,hap,what have you heard about the greek system?,Ses04F
Ses04F_impro07_F074,hap,"oh, oh, i'm sorry, my bad. i'll have to, like, sign up for summer lessons from you before i go. you can teach me how to be cool before i go to college.",Ses04F
Ses04F_impro07_F078,hap,that's what you're saying. i'm right. [laughter],Ses04F
Ses04F_impro07_F079,hap,me.,Ses04F
Ses04F_impro07_M000,neu,"hey, what's up?",Ses04M
Ses04F_impro07_M001,hap,what?,Ses04M
Ses04F_impro07_M005,hap,that's awesome. congratulations.,Ses04M
Ses04F_impro07_M006,hap,that's amazing. wow.,Ses04M
Ses04F_impro07_M009,neu,i know but you should get like a taser or something. i mean walking around the campus at night-,Ses04M
Ses04F_impro07_M013,neu,"so, um- so what are you going to- what are you going to major in?",Ses04M
Ses04F_impro07_M016,neu,they have that as a major?,Ses04M
Ses04F_impro07_M017,neu,that's ridiculous. i don't believe that.,Ses04M
Ses04F_impro07_M018,neu,"seriously, what's your major?",Ses04M
Ses04F_impro07_M019,neu,so you're undecided?,Ses04M
Ses04F_impro07_M020,neu,"hey, that's cool.",Ses04M
